% Model,20260626_TI_field_Base_X50_Y50_leadField.mph
% Version,COMSOL 6.3.0.335
% Date,"Jul 7 2026, 21:51"
% Dimension,2
% Nodes,861
% Expressions,2
% Description,"Electric field, x-component, Electric field, y-component"
% Length unit,mm
% x,y,ec.Ex (V/m) @ idx=3,ec.Ey (V/m) @ idx=3
6.930205431567391,-18.509251142780613,-0.018147058793136883+4.8997617712341666E-8i,-0.015600994956393+4.2123166928550445E-8i
12.451786089639954,-22.783743817983076,-0.014022084229114102+3.786005933084018E-8i,-0.00342761135344948+9.254656232574247E-9i
13.88888888888889,-24.999999999999996,-0.012229404967788663+3.301977010664319E-8i,1.5307654647208253E-5-4.1331139057949107E-11i
-22.74542942541087,15.294794750251706,-8.079701534172654E-4+2.18154430155279E-9i,-0.0037700753350356866+1.0179319531527732E-8i
-24.999999999999996,16.66666666666666,-5.181160811125926E-7+1.3989293771736742E-12i,-0.003249287911615032+8.773177446851024E-9i
-22.699107368283702,18.014201751258703,-8.724332282473204E-4+2.3555965892047443E-9i,-0.0027623840869961578+7.458522122628734E-9i
-24.999999999999996,19.444444444444443,-3.823548125429325E-7+1.032369770259225E-12i,-0.0021985042537161193+5.936029203987131E-9i
-20.617733891085685,13.835559411924464,-0.0015210971840973891+4.107009250332254E-9i,-0.004356232640052109+1.1761962310058289E-8i
-18.339364055529465,6.860777646955139,-0.0017379489054683377+4.692515577562118E-9i,-0.006726349818114791+1.8161351695853037E-8i
-18.38508957773577,9.531537070835878,-0.0019849110428423835+5.359320955470205E-9i,-0.005935781655385414+1.602679330517628E-8i
-18.403871678227684,12.187818531053525,-0.0021966833851309506+5.931112802722697E-9i,-0.005059302835462891+1.366027349383727E-8i
-13.7313939794653,-1.4422974987810893,-0.0012784131595435927+3.4517549088135318E-9i,-0.009436049989803413+2.5477625624368633E-8i
-11.512221431257965,-2.6423570425710308,-0.001338135601119228+3.6130073406558834E-9i,-0.010344729719050918+2.79310888827489E-8i
-16.082740075512763,2.723630575449452,-0.0017275248160425287+4.664370215026033E-9i,-0.008073725681829532+2.179930803013827E-8i
-16.105827408029498,5.484535174390328,-0.0021697635668969325+5.8584284642976675E-9i,-0.007385635119150348+1.994144231614211E-8i
-13.830261037513095,1.3383594560031697,-0.0019547801307146042+5.277966564625636E-9i,-0.008842204289708019+2.3874223942305235E-8i
-4.11160465666103,-9.2300241888709,-7.068419552083623E-4+1.908495051408964E-9i,-0.01603024010929033+4.3282142063105366E-8i
-9.351545981224954,-3.7775073816321347,-0.0014123463755172788+3.813378717391356E-9i,-0.011388837089370838+3.075021094350458E-8i
-7.259359203309857,-5.161624975293537,-0.0014222665224270699+3.840163419612035E-9i,-0.012650485456453683+3.415670039627937E-8i
-5.29545198285609,-6.960318364511192,-0.0013101398380390903+3.53741791800446E-9i,-0.014238629622125517+3.844473856206447E-8i
-0.636310436510944,-11.71678150244969,-0.0025502547823231247+6.885766465946301E-9i,-0.01991396445886845+5.3768317434548966E-8i
-1.7052245421630634,-9.550134964665808,-0.002246471366907561+6.06554188710128E-9i,-0.01743618819575138+4.707824520296475E-8i
2.6930798507033917,-13.983266253459846,-0.007751589078488348+2.0929529278571896E-8i,-0.022225920925028553+6.001067110672213E-8i
1.7092823392222973,-11.734272740001941,-0.005285059545691195+1.4269823565275017E-8i,-0.019950332198456804+5.386651145164748E-8i
5.884082750179907,-16.43913491467642,-0.014369891624326269+3.879915001117466E-8i,-0.018991607515637738+5.127792527712635E-8i
4.957809392778667,-14.08482066707308,-0.010169648686657167+2.7458364702388996E-8i,-0.019719738998010834+5.3243902707644324E-8i
11.004131510710156,-20.574063374698667,-0.01508779491247437+4.073751100223519E-8i,-0.007448413068655869+2.0110944713512916E-8i
9.681224587858178,-18.422905512120614,-0.01485095177774278+4.009802724315062E-8i,-0.011505625373710962+3.1065542908569045E-8i
8.46233479201506,-16.32512552530733,-0.013308818334867195+3.59342194461532E-8i,-0.014836645489492997+4.005939982421112E-8i
